location,size,total_sqft,bath,price,bhk,price_per_sqft
Varthur,2 BHK,1280.0,2.0,65.0,2,5078.125
Varthur,2 BHK,1385.0,2.0,80.0,2,5776.173285198556
Varthur,2 BHK,1402.0,2.0,95.0,2,6776.034236804565
Varthur,2 BHK,1738.0,2.0,57.35,2,3299.7698504027617
Varthur,2 BHK,1760.0,2.0,85.0,2,4829.545454545455
Varthur,3 Bedroom,1200.0,2.0,98.0,3,8166.666666666667
Varthur,3 BHK,1360.0,2.0,85.0,3,6250.0
Varthur,3 BHK,1395.0,2.0,79.0,3,5663.082437275985
Varthur,3 BHK,1520.0,2.0,60.0,3,3947.3684210526317
Varthur,3 BHK,1520.0,2.0,61.0,3,4013.157894736842
Varthur,3 BHK,1737.0,2.0,57.32,3,3299.9424294761084
Varthur,3 Bedroom,1200.0,3.0,67.75,3,5645.833333333333
Varthur,3 Bedroom,1200.0,3.0,68.38,3,5698.333333333333
Varthur,3 BHK,1250.0,3.0,71.0,3,5680.0
Varthur,3 BHK,1450.0,3.0,71.0,3,4896.551724137931
Varthur,3 BHK,1535.0,3.0,65.99,3,4299.022801302931
Varthur,3 BHK,1560.0,3.0,90.0,3,5769.2307692307695
Varthur,3 BHK,1600.0,3.0,63.2,3,3950.0
Varthur,3 BHK,1615.0,3.0,69.43,3,4299.071207430341
Varthur,3 BHK,1665.0,3.0,53.0,3,3183.1831831831832
Varthur,3 BHK,1665.0,3.0,71.58,3,4299.0990990990995
Varthur,3 BHK,2145.0,3.0,165.0,3,7692.307692307692
Varthur,3 BHK,2145.0,3.0,170.0,3,7925.407925407925
Varthur,3 BHK,2145.0,3.0,175.0,3,8158.508158508159
Varthur,3 BHK,2160.0,3.0,170.0,3,7870.37037037037
Varthur,4 Bedroom,1320.0,2.0,110.0,4,8333.333333333334
Varthur,4 Bedroom,1600.0,4.0,112.0,4,7000.0
Varthur,4 Bedroom,1740.0,4.0,175.0,4,10057.471264367816
Varthur,4 Bedroom,4500.0,5.0,300.0,4,6666.666666666667
Varthur,5 BHK,1000.0,4.0,65.0,5,6500.0
Varthur,8 Bedroom,704.0,8.0,92.0,8,13068.181818181818
Varthur Road,1 BHK,552.5,1.0,13.26,1,2400.0
Varthur Road,2 BHK,805.5,2.0,19.33,2,2399.7517070142767
Varthur Road,2 BHK,850.0,2.0,25.4,2,2988.235294117647
Varthur Road,2 BHK,900.0,2.0,27.0,2,3000.0
Varthur Road,2 BHK,1033.0,2.0,32.0,2,3097.773475314618
Varthur Road,2 BHK,1050.0,2.0,42.7,2,4066.6666666666665
Varthur Road,2 BHK,1083.0,2.0,61.75,2,5701.754385964912
Varthur Road,2 BHK,1140.0,2.0,49.11,2,4307.894736842105
Varthur Road,2 BHK,1255.0,2.0,52.76,2,4203.98406374502
Varthur Road,2 BHK,1277.0,2.0,59.0,2,4620.203602192639
Varthur Road,3 BHK,1033.0,2.0,30.47,3,2949.6611810261375
Varthur Road,3 BHK,1247.0,2.0,58.0,3,4651.162790697675
Varthur Road,3 BHK,1655.0,3.0,115.0,3,6948.640483383686
Varthur Road,4 Bedroom,1300.0,3.0,75.0,4,5769.2307692307695
Varthur Road,4 Bedroom,2760.0,4.0,155.0,4,5615.942028985507
"Varthur Road, ",2 BHK,1330.0,2.0,64.0,2,4812.0300751879695
"Varthur Road, ",3 BHK,1595.0,3.0,76.0,3,4764.8902821316615
Vasantapura main road,2 BHK,1037.0,2.0,36.28,2,3498.553519768563
Vasanth nagar,3 BHK,1560.0,3.0,188.0,3,12051.28205128205
Vasanth nagar,3 BHK,3025.0,3.0,500.0,3,16528.92561983471
Vasanth nagar,4 BHK,2000.0,3.0,1063.0,4,53150.0
Vasanth nagar,4 Bedroom,875.0,4.0,150.0,4,17142.85714285714
Vasanth nagar,4 BHK,2328.0,4.0,528.0,4,22680.41237113402
Vasanth nagar,4 BHK,4750.0,6.0,948.0,4,19957.894736842107
Vasanth nagar,4 BHK,4750.0,6.0,1102.0,4,23200.0
Vasanth nagar,6 Bedroom,2295.0,3.0,650.0,6,28322.44008714597
Vasantha Vallabha Nagar,2 BHK,900.0,1.0,44.0,2,4888.888888888889
Vasantha Vallabha Nagar,3 BHK,1280.0,2.0,100.0,3,7812.5
Vasantha Vallabha Nagar,3 Bedroom,1500.0,2.0,95.0,3,6333.333333333333
Vasantha Vallabha Nagar,3 BHK,1360.0,3.0,55.0,3,4044.1176470588234
Vasantha Vallabha Nagar,3 BHK,1600.0,3.0,76.0,3,4750.0
Vasanthapura,2 BHK,420.0,2.0,35.0,2,8333.333333333334
Vasanthapura,2 BHK,940.0,2.0,40.0,2,4255.31914893617
Vasanthapura,2 BHK,978.0,2.0,34.22,2,3498.9775051124743
Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499.497487437186
Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499.497487437186
Vasanthapura,2 BHK,1022.0,2.0,40.0,2,3913.894324853229
Vasanthapura,2 BHK,1037.0,2.0,36.28,2,3498.553519768563
Vasanthapura,2 BHK,1037.0,2.0,36.28,2,3498.553519768563
Vasanthapura,2 BHK,1050.0,2.0,47.0,2,4476.190476190476
Vasanthapura,2 BHK,1135.0,2.0,39.73,2,3500.440528634361
Vasanthapura,2 BHK,1500.0,2.0,65.0,2,4333.333333333333
Vasanthapura,3 BHK,1400.0,3.0,60.0,3,4285.714285714285
Vasanthpura,3 BHK,995.0,2.0,34.82,3,3499.497487437186
Vasanthpura,6 Bedroom,600.0,6.0,65.0,6,10833.333333333334
Vasatha Vallbha Nagar,2 BHK,1080.0,2.0,37.8,2,3499.9999999999995
Vayunandana Layout,5 Bedroom,2400.0,5.0,120.0,5,5000.0
Veer Sandra,3 Bedroom,1500.0,3.0,72.0,3,4800.0
Veer Sandra,4 Bedroom,3000.0,4.0,264.0,4,8800.0
Veerabhadra Nagar,3 Bedroom,1800.0,2.0,100.0,3,5555.555555555556
Veerannapalya,2 BHK,950.0,2.0,45.0,2,4736.8421052631575
Veerannapalya,3 BHK,1488.0,3.0,57.0,3,3830.6451612903224
Veerannapalya,7 BHK,600.0,4.0,100.0,7,16666.666666666668
Veersandra,2 BHK,1250.0,2.0,50.0,2,4000.0
Veersandra,2 BHK,1250.0,2.0,55.0,2,4400.0
Venkatadri Layout,1 BHK,595.0,1.0,42.0,1,7058.823529411765
Venkatadri Layout,1 BHK,596.0,1.0,42.0,1,7046.979865771812
Venkatadri Layout,1 BHK,600.0,1.0,43.0,1,7166.666666666667
Venkatapura,1 BHK,416.0,1.0,18.5,1,4447.115384615385
Venkatapura,2 BHK,1235.0,2.0,140.0,2,11336.032388663967
Venkatapura,3 BHK,2700.0,2.0,260.0,3,9629.62962962963
Venkatapura,3 BHK,1300.0,3.0,46.0,3,3538.4615384615386
Venkatapura,3 Bedroom,5720.0,3.0,350.0,3,6118.881118881119
Venkatapura,4 BHK,3080.0,2.0,285.0,4,9253.246753246753
Venkateshpuram,2 BHK,625.0,2.0,24.0,2,3840.0
Venkateswara Nagar,1 Bedroom,600.0,1.0,20.0,1,3333.3333333333335
Venugopal Reddy Layout,2 BHK,1130.0,2.0,52.0,2,4601.769911504425
Venugopal Reddy Layout,2 BHK,1155.0,2.0,69.0,2,5974.025974025974
Venugopal Reddy Layout,3 BHK,1545.0,3.0,85.0,3,5501.6181229773465
Versova Layout,3 Bedroom,2020.0,3.0,270.0,3,13366.336633663366
Versova Layout,4 Bedroom,3700.0,4.0,400.0,4,10810.81081081081
Vibhutipura Extension,2 BHK,1225.0,2.0,47.0,2,3836.734693877551
Vibhutipura Extension,5 Bedroom,1200.0,4.0,100.0,5,8333.333333333334
Vibuthipura,3 BHK,1603.0,2.0,125.0,3,7797.878976918279
Vibuthipura,4 Bedroom,2150.0,4.0,80.0,4,3720.9302325581393
Victoria Layout,2 BHK,850.0,2.0,72.0,2,8470.588235294117
Victoria Layout,2 BHK,1115.0,2.0,115.0,2,10313.90134529148
Victoria Layout,2 BHK,1276.0,2.0,146.0,2,11442.006269592477
Victoria Layout,2 BHK,1300.0,2.0,129.0,2,9923.076923076924
Victoria Layout,3 BHK,1650.0,3.0,165.0,3,10000.0
Victoria Layout,5 Bedroom,2400.0,5.0,625.0,5,26041.666666666668
Victoria Layout,5 Bedroom,2400.0,5.0,625.0,5,26041.666666666668
Vidhyanagar Cross,2 BHK,1100.0,2.0,32.0,2,2909.090909090909
Vidya Nagar,2 Bedroom,3760.0,2.0,280.0,2,7446.808510638298
Vidyapeeta,6 Bedroom,875.0,3.0,98.0,6,11200.0
Vidyaranyapura,2 BHK,945.0,2.0,40.0,2,4232.804232804233
Vidyaranyapura,2 BHK,1000.0,2.0,35.0,2,3500.0
Vidyaranyapura,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
Vidyaranyapura,2 BHK,1060.0,2.0,55.0,2,5188.679245283019
Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2,3578.154425612053
Vidyaranyapura,2 BHK,1100.0,2.0,41.0,2,3727.2727272727275
Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2,4909.090909090909
Vidyaranyapura,2 BHK,1120.0,2.0,70.0,2,6250.0
Vidyaranyapura,2 BHK,1175.0,2.0,35.0,2,2978.723404255319
Vidyaranyapura,2 BHK,1188.0,2.0,50.0,2,4208.754208754209
Vidyaranyapura,2 BHK,1200.0,2.0,42.0,2,3500.0
Vidyaranyapura,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Vidyaranyapura,2 BHK,1200.0,2.0,60.5,2,5041.666666666667
Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2,6597.222222222223
Vidyaranyapura,3 BHK,1100.0,2.0,72.0,3,6545.454545454545
Vidyaranyapura,3 BHK,1100.0,2.0,75.0,3,6818.181818181818
Vidyaranyapura,3 BHK,1200.0,2.0,65.0,3,5416.666666666667
Vidyaranyapura,3 BHK,1440.0,2.0,70.0,3,4861.111111111111
Vidyaranyapura,3 BHK,1485.0,2.0,67.0,3,4511.784511784512
Vidyaranyapura,3 Bedroom,462.0,3.0,38.0,3,8225.108225108224
Vidyaranyapura,3 BHK,1560.0,3.0,68.0,3,4358.974358974359
Vidyaranyapura,4 Bedroom,600.0,3.0,78.0,4,13000.0
Vidyaranyapura,4 Bedroom,770.0,3.0,65.25,4,8474.025974025973
Vidyaranyapura,4 Bedroom,750.0,4.0,88.0,4,11733.333333333334
Vidyaranyapura,4 Bedroom,900.0,4.0,175.0,4,19444.444444444445
Vidyaranyapura,4 Bedroom,1000.0,4.0,120.0,4,12000.0
Vidyaranyapura,4 Bedroom,1200.0,4.0,90.0,4,7500.0
Vidyaranyapura,4 Bedroom,1200.0,4.0,175.0,4,14583.333333333334
Vidyaranyapura,4 BHK,2400.0,5.0,135.0,4,5625.0
Vidyaranyapura,5 Bedroom,774.0,5.0,70.0,5,9043.92764857881
Vidyaranyapura,5 Bedroom,1200.0,5.0,139.0,5,11583.333333333334
Vidyaranyapura,5 Bedroom,2640.0,6.0,225.0,5,8522.727272727272
Vidyaranyapura,6 Bedroom,1060.0,6.0,110.0,6,10377.358490566037
Vidyaranyapura,6 Bedroom,1200.0,6.0,170.0,6,14166.666666666666
Vidyaranyapura,7 Bedroom,1200.0,7.0,140.0,7,11666.666666666666
Vidyaranyapura,7 Bedroom,3150.0,7.0,375.0,7,11904.761904761905
Vidyaranyapura,8 Bedroom,1200.0,7.0,130.0,8,10833.333333333334
Vidyaranyapura,9 Bedroom,1200.0,9.0,100.0,9,8333.333333333334
Vidyaranyapura,9 Bedroom,1200.0,9.0,175.0,9,14583.333333333334
Vidyaranyapura,9 BHK,4700.0,10.0,130.0,9,2765.9574468085107
Vignana Nagar,2 BHK,1000.0,2.0,35.0,2,3500.0
Vignana Nagar,2 BHK,1100.0,2.0,47.0,2,4272.727272727273
Vignana Nagar,2 BHK,1110.0,2.0,58.0,2,5225.225225225226
Vignana Nagar,2 BHK,1200.0,2.0,55.0,2,4583.333333333333
Vignana Nagar,2 BHK,1350.0,2.0,89.5,2,6629.62962962963
Vignana Nagar,3 BHK,1450.0,3.0,42.0,3,2896.551724137931
Vignana Nagar,4 BHK,1050.0,4.0,90.0,4,8571.42857142857
Vignana Nagar,5 Bedroom,800.0,4.0,98.0,5,12250.0
Vignana Nagar,5 Bedroom,1350.0,4.0,130.0,5,9629.62962962963
Vijay Nagar,6 Bedroom,2300.0,7.0,160.0,6,6956.521739130435
Vijaya Bank Colony,3 BHK,1400.0,2.0,62.0,3,4428.571428571428
Vijaya Bank Layout,3 BHK,1200.0,2.0,68.0,3,5666.666666666667
Vijaya Bank Layout,3 BHK,1374.0,2.0,70.0,3,5094.614264919942
Vijaya Bank Layout,3 BHK,1605.0,2.0,85.0,3,5295.95015576324
Vijaya Bank Layout,3 BHK,1700.0,2.0,68.5,3,4029.4117647058824
Vijaya Bank Layout,3 BHK,2400.0,2.0,150.0,3,6250.0
Vijaya Bank Layout,5 Bedroom,2400.0,5.0,400.0,5,16666.666666666668
Vijaya Bank Layout,6 Bedroom,4000.0,6.0,460.0,6,11500.0
Vijayabank bank layout,2 BHK,1100.0,2.0,48.0,2,4363.636363636364
Vijayanagar,1 BHK,492.0,1.0,40.0,1,8130.081300813008
Vijayanagar,1 BHK,606.0,1.0,34.78,1,5739.273927392739
Vijayanagar,1 BHK,606.0,1.0,40.0,1,6600.660066006601
Vijayanagar,1 Bedroom,2400.0,2.0,230.0,1,9583.333333333334
Vijayanagar,2 BHK,864.0,2.0,45.0,2,5208.333333333333
Vijayanagar,2 BHK,920.0,2.0,60.0,2,6521.739130434783
Vijayanagar,2 BHK,989.0,2.0,60.0,2,6066.734074823054
Vijayanagar,2 BHK,1019.0,2.0,58.0,2,5691.854759568204
Vijayanagar,2 BHK,1046.0,2.0,49.06,2,4690.248565965583
Vijayanagar,2 BHK,1046.0,2.0,75.0,2,7170.172084130019
Vijayanagar,2 BHK,1178.0,2.0,82.0,2,6960.950764006791
Vijayanagar,2 BHK,1180.0,2.0,65.0,2,5508.474576271186
Vijayanagar,2 BHK,1180.0,2.0,86.0,2,7288.135593220339
Vijayanagar,2 BHK,1200.0,2.0,62.0,2,5166.666666666667
Vijayanagar,2 BHK,1352.0,2.0,68.0,2,5029.585798816568
Vijayanagar,2 Bedroom,1380.0,2.0,225.0,2,16304.347826086956
Vijayanagar,3 BHK,1200.0,2.0,75.0,3,6250.0
Vijayanagar,3 BHK,1300.0,2.0,75.0,3,5769.2307692307695
Vijayanagar,3 BHK,1375.0,2.0,75.0,3,5454.545454545455
Vijayanagar,3 BHK,1520.0,2.0,103.0,3,6776.315789473684
Vijayanagar,3 BHK,1580.0,2.0,134.0,3,8481.012658227848
Vijayanagar,3 Bedroom,1000.0,3.0,140.0,3,14000.0
Vijayanagar,3 BHK,1450.0,3.0,100.0,3,6896.551724137931
Vijayanagar,3 BHK,1484.0,3.0,79.19,3,5336.253369272237
Vijayanagar,3 BHK,1490.0,3.0,100.0,3,6711.4093959731545
Vijayanagar,3 BHK,1500.0,3.0,75.5,3,5033.333333333333
Vijayanagar,3 BHK,1527.0,3.0,115.0,3,7531.106745252128
Vijayanagar,3 BHK,1704.0,3.0,110.0,3,6455.399061032864
Vijayanagar,3 BHK,1739.0,3.0,116.0,3,6670.500287521564
Vijayanagar,3 BHK,1749.0,3.0,117.0,3,6689.536878216123
Vijayanagar,3 BHK,1760.0,3.0,140.0,3,7954.545454545455
Vijayanagar,3 BHK,1826.0,3.0,121.0,3,6626.506024096386
Vijayanagar,3 BHK,1933.0,3.0,129.0,3,6673.564407656492
Vijayanagar,3 BHK,2047.0,3.0,136.0,3,6643.869076697606
Vijayanagar,4 Bedroom,1500.0,4.0,360.0,4,24000.0
Vijayanagar,4 Bedroom,2100.0,6.0,252.0,4,12000.0
Vijayanagar,5 Bedroom,750.0,4.0,95.0,5,12666.666666666666
Vijayanagar,5 Bedroom,2400.0,6.0,125.0,5,5208.333333333333
Vijayanagar,6 Bedroom,1230.0,4.0,210.0,6,17073.170731707316
Vijayanagar,6 Bedroom,1806.0,6.0,370.0,6,20487.264673311183
Vijayanagar,8 Bedroom,600.0,4.0,72.0,8,12000.0
Vijayanagar,8 Bedroom,1470.0,6.0,300.0,8,20408.163265306124
Vijaypura,4 Bedroom,1200.0,5.0,150.0,4,12500.0
Vijinapura,2 BHK,1290.0,2.0,71.95,2,5577.519379844961
Vijinapura,3 BHK,1670.0,3.0,91.86,3,5500.5988023952095
Vikram Nagar,2 BHK,950.0,2.0,38.0,2,4000.0
Vimanapura,2 BHK,1275.0,2.0,47.0,2,3686.274509803922
Vimanapura,3 BHK,1600.0,3.0,64.0,3,4000.0
Vimanapura,3 BHK,2500.0,3.0,75.0,3,3000.0
Vinayak Nagar,1 BHK,705.0,1.0,36.5,1,5177.304964539007
Vinayak Nagar,2 BHK,1300.0,2.0,33.0,2,2538.4615384615386
Vinayak Nagar,3 BHK,1758.0,3.0,95.0,3,5403.86803185438
Vinayaka Layout,5 BHK,2700.0,4.0,170.0,5,6296.2962962962965
Vinayaka Nagar,2 BHK,1145.0,2.0,51.0,2,4454.14847161572
Vinayaka Nagar,2 BHK,1200.0,2.0,52.0,2,4333.333333333333
Vinayaka Nagar,2 BHK,1340.0,2.0,65.0,2,4850.746268656716
Vinayaka Nagar,3 BHK,1535.0,3.0,95.0,3,6188.9250814332245
Virat Nagar,2 BHK,1110.0,2.0,52.0,2,4684.684684684685
Virat Nagar,2 BHK,1196.0,2.0,56.81,2,4750.0
Virat Nagar,2 BHK,1205.0,2.0,42.18,2,3500.414937759336
Virat Nagar,2 Bedroom,2080.0,2.0,150.0,2,7211.538461538462
Virat Nagar,3 BHK,1215.0,2.0,49.75,3,4094.650205761317
Virgonagar,3 BHK,1215.0,3.0,42.2,3,3473.251028806584
Virudhu Nagar,2 BHK,1130.0,2.0,68.0,2,6017.699115044248
Virupakshapura,2 Bedroom,900.0,1.0,70.0,2,7777.777777777777
Virupakshapura,2 BHK,1075.0,2.0,55.0,2,5116.279069767442
Virupakshapura,2 BHK,1162.0,2.0,48.0,2,4130.808950086059
Vishveshwarya Layout,1 Bedroom,750.0,1.0,30.0,1,4000.0
Vishveshwarya Layout,3 Bedroom,600.0,4.0,99.0,3,16500.0
Vishveshwarya Layout,4 Bedroom,2000.0,3.0,90.0,4,4500.0
Vishveshwarya Layout,4 Bedroom,600.0,4.0,85.0,4,14166.666666666666
Vishveshwarya Layout,4 Bedroom,600.0,4.0,95.0,4,15833.333333333334
Vishveshwarya Layout,4 Bedroom,600.0,4.0,95.0,4,15833.333333333334
Vishveshwarya Layout,4 BHK,2000.0,4.0,75.0,4,3750.0
Vishveshwarya Layout,4 Bedroom,7000.0,4.0,210.0,4,3000.0
Vishveshwarya Layout,6 Bedroom,1400.0,6.0,160.0,6,11428.57142857143
Vishveshwarya Layout,6 BHK,2100.0,6.0,92.0,6,4380.952380952381
Vishveshwarya Layout,6 Bedroom,4000.0,6.0,230.0,6,5750.0
Vishveshwarya Layout,7 BHK,4000.0,7.0,225.0,7,5625.0
Vishveshwarya Layout,7 Bedroom,1200.0,8.0,180.0,7,15000.0
Vishwanatha Nagenahalli,2 BHK,1050.0,2.0,50.0,2,4761.9047619047615
Vishwanatha Nagenahalli,3 BHK,2159.0,3.0,110.0,3,5094.951366373321
Vishwanatha Nagenahalli,3 BHK,2159.0,3.0,120.0,3,5558.12876331635
Vishwanatha Nagenahalli,3 BHK,2159.0,3.0,120.0,3,5558.12876331635
Vishwanatha Nagenahalli,4 Bedroom,2200.0,3.0,115.0,4,5227.272727272727
Vishwanatha Nagenahalli,4 Bedroom,720.0,4.0,95.0,4,13194.444444444445
Vishwanatha Nagenahalli,4 BHK,1650.0,4.0,99.0,4,6000.0
Vishwanatha Nagenahalli,5 Bedroom,900.0,3.0,80.0,5,8888.888888888889
Vishwanatha Nagenahalli,6 Bedroom,1200.0,5.0,130.0,6,10833.333333333334
Vishwapriya Layout,2 BHK,770.0,2.0,30.0,2,3896.103896103896
Vishwapriya Layout,2 BHK,820.0,2.0,30.0,2,3658.5365853658536
Vishwapriya Layout,2 BHK,890.0,2.0,37.0,2,4157.303370786517
Vishwapriya Layout,2 BHK,910.0,2.0,36.0,2,3956.043956043956
Vishwapriya Layout,2 BHK,1235.0,2.0,60.0,2,4858.299595141701
Vishwapriya Layout,3 BHK,1250.0,3.0,38.0,3,3040.0
Vishwapriya Layout,4 BHK,600.0,3.0,73.0,4,12166.666666666666
Vishwapriya Layout,4 Bedroom,720.0,3.0,95.0,4,13194.444444444445
Vishwapriya Layout,5 Bedroom,690.0,4.0,83.0,5,12028.985507246376
Vishwapriya Layout,5 Bedroom,2800.0,5.0,130.0,5,4642.857142857143
Vishwapriya Layout,7 Bedroom,600.0,7.0,73.0,7,12166.666666666666
Vishwapriya Layout,7 Bedroom,950.0,7.0,115.0,7,12105.263157894737
Vishwapriya Nagar,2 BHK,946.0,2.0,38.0,2,4016.913319238901
Vishwapriya Nagar,3 Bedroom,600.0,3.0,65.0,3,10833.333333333334
Vishwapriya Nagar,3 Bedroom,1200.0,3.0,80.0,3,6666.666666666667
Vishwapriya Nagar,4 Bedroom,2800.0,4.0,200.0,4,7142.857142857143
Vishwapriya Nagar,6 Bedroom,2100.0,6.0,71.0,6,3380.9523809523807
Viswajit Layout,2 BHK,1100.0,2.0,61.0,2,5545.454545454545
Viswapriyanagar.begur Road.bommanahalli.,4 BHK,2400.0,5.0,85.0,4,3541.6666666666665
Vittal Mallya Road,2 BHK,1030.0,2.0,300.0,2,29126.21359223301
Vittal Nagar,2 BHK,1000.0,2.0,45.0,2,4500.0
Vittal Nagar,2 BHK,1000.0,2.0,50.0,2,5000.0
Vittal Nagar,2 BHK,1100.0,2.0,49.0,2,4454.545454545455
Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
Vittasandra,2 BHK,1238.0,2.0,67.0,2,5411.954765751211
Vittasandra,2 BHK,1238.0,2.0,67.32,2,5437.802907915992
Vittasandra,2 BHK,1246.0,2.0,62.3,2,5000.0
Vittasandra,2 BHK,1246.0,2.0,63.0,2,5056.179775280899
Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
Vittasandra,2 BHK,1246.0,2.0,65.0,2,5216.69341894061
Vittasandra,2 BHK,1246.0,2.0,65.4,2,5248.796147672553
Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377.2070626003215
Vittasandra,2 BHK,1246.0,2.0,67.0,2,5377.2070626003215
Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149277
Vittasandra,2 BHK,1246.0,2.0,67.3,2,5401.284109149277
Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
Vittasandra,2 BHK,1246.0,2.0,67.4,2,5409.309791332264
Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
Vittasandra,2 BHK,1246.0,2.0,67.5,2,5417.335473515249
Vittasandra,2 BHK,1246.0,2.0,68.0,2,5457.463884430176
Vittasandra,2 BHK,1246.0,2.0,69.0,2,5537.720706260032
Vittasandra,2 BHK,1259.0,2.0,67.4,2,5353.455123113583
Vittasandra,2 BHK,1259.0,2.0,67.48,2,5359.809372517871
Vittasandra,2 BHK,1404.0,2.0,67.5,2,4807.692307692308
Vittasandra,2 BHK,1404.0,2.0,68.8,2,4900.284900284901
Vittasandra,2 BHK,1404.0,2.0,69.3,2,4935.897435897436
Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985.754985754986
Vittasandra,2 BHK,1404.0,2.0,70.0,2,4985.754985754986
Vittasandra,2 BHK,1404.0,2.0,71.0,2,5056.980056980057
Vittasandra,2 BHK,1404.0,2.0,72.0,2,5128.205128205128
Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
Vittasandra,2 BHK,1404.0,2.0,75.0,2,5341.880341880342
Vittasandra,2 BHK,1934.0,2.0,90.0,2,4653.567735263702
Vittasandra,2 BHK,2105.0,2.0,70.2,2,3334.916864608076
Vittasandra,3 BHK,1648.0,3.0,85.0,3,5157.766990291262
Vittasandra,3 BHK,1650.0,3.0,84.0,3,5090.909090909091
Vittasandra,3 BHK,1650.0,3.0,85.0,3,5151.515151515152
Vittasandra,3 BHK,1650.0,3.0,85.0,3,5151.515151515152
Vittasandra,3 BHK,1650.0,3.0,85.5,3,5181.818181818182
Vittasandra,3 BHK,1650.0,3.0,85.5,3,5181.818181818182
Vittasandra,3 BHK,1743.0,3.0,85.0,3,4876.649454962708
Vittasandra,7 Bedroom,621.0,7.0,64.0,7,10305.958132045089
Vivek Nagar,2 Bedroom,1600.0,2.0,160.0,2,10000.0
Vivek Nagar,8 BHK,3000.0,4.0,130.0,8,4333.333333333333
Viviani Road,3 BHK,2214.0,3.0,350.0,3,15808.491418247515
Volagerekallahalli,2 BHK,1067.0,2.0,33.99,2,3185.5670103092784
Volagerekallahalli,2 BHK,1070.0,2.0,32.99,2,3083.177570093458
Volagerekallahalli,2 BHK,1070.0,2.0,33.0,2,3084.11214953271
Volagerekallahalli,2 BHK,1070.0,2.0,33.15,2,3098.1308411214955
Volagerekallahalli,2 BHK,1070.0,2.0,33.43,2,3124.299065420561
Volagerekallahalli,2 BHK,1095.0,2.0,39.0,2,3561.6438356164385
Volagerekallahalli,2 BHK,1205.0,2.0,47.0,2,3900.414937759336
Volagerekallahalli,2 BHK,1492.0,2.0,65.0,2,4356.56836461126
Vyalikaval,2 BHK,1100.0,2.0,75.0,2,6818.181818181818
Vyalikaval,7 Bedroom,1000.0,7.0,160.0,7,16000.0
Wajid layout thanisandra,4 BHK,3000.0,5.0,100.0,4,3333.3333333333335
Weavers Colony,1 BHK,15.0,1.0,30.0,1,200000.0
Weavers Colony,1 Bedroom,812.0,1.0,26.0,1,3201.9704433497536
Weavers Colony,1 Bedroom,812.0,1.0,26.0,1,3201.9704433497536
West of Chord Road,2 Bedroom,1200.0,2.0,160.0,2,13333.333333333334
Wheelers Road,2 BHK,925.0,2.0,68.0,2,7351.351351351352
"Whietfield, ",3 BHK,1677.0,3.0,98.0,3,5843.768634466309
Whitefield,1 BHK,516.0,1.0,39.0,1,7558.139534883721
Whitefield,1 BHK,524.0,1.0,29.0,1,5534.3511450381675
Whitefield,1 BHK,530.0,1.0,29.44,1,5554.7169811320755
Whitefield,1 BHK,605.0,1.0,40.0,1,6611.570247933884
Whitefield,1 BHK,613.0,1.0,48.0,1,7830.342577487765
Whitefield,1 BHK,624.0,1.0,35.0,1,5608.974358974359
Whitefield,1 BHK,630.5,1.0,32.15,1,5099.127676447264
Whitefield,1 BHK,630.5,1.0,32.79,1,5200.634417129262
Whitefield,1 BHK,640.0,1.0,19.83,1,3098.4374999999995
Whitefield,1 BHK,650.0,1.0,25.0,1,3846.153846153846
Whitefield,1 BHK,709.0,1.0,34.385,1,4849.788434414669
Whitefield,1 BHK,709.0,1.0,34.735,1,4899.153737658674
Whitefield,1 BHK,750.0,1.0,51.0,1,6800.0
Whitefield,1 BHK,810.0,1.0,21.0,1,2592.5925925925926
Whitefield,1 BHK,825.0,1.0,44.9,1,5442.424242424242
Whitefield,1 BHK,825.0,1.0,45.0,1,5454.545454545455
Whitefield,1 BHK,840.0,1.0,57.0,1,6785.714285714285
Whitefield,1 BHK,840.0,1.0,57.6,1,6857.142857142857
